,OrderNumber,OrderDate,CustomerNameIndex,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,ProductDescriptionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost
290,SO - 000391,41826,150,Wholesale,USD,GUT930,44,15,8,676.7,5413.6,466.923
291,SO - 000392,41826,151,Wholesale,USD,AXW291,30,5,12,167.5,2010.0,82.075
292,SO - 000393,41826,167,Distributor,USD,GUT930,46,10,10,1118.9,11189.0,895.12
293,SO - 000394,41826,10,Distributor,USD,AXW291,5,5,6,1139.0,6834.0,933.98
294,SO - 000395,41826,99,Wholesale,USD,NXH382,50,13,5,1748.7,8743.5,751.941
295,SO - 000396,41826,133,Distributor,USD,NXH382,47,5,11,1728.6,19014.6,1140.876
296,SO - 000397,41826,78,Distributor,USD,GUT930,33,12,5,1112.2,5561.0,500.49
297,SO - 000398,41826,49,Distributor,USD,AXW291,11,3,11,2385.2,26237.2,1454.972
298,SO - 000399,41826,11,Export,USD,AXW291,15,5,12,221.1,2653.2,172.458
299,SO - 000400,41827,7,Wholesale,USD,AXW291,22,2,6,5708.4,34250.4,2682.948
300,SO - 000401,41827,103,Wholesale,USD,NXH382,52,8,7,1038.5,7269.5,830.8
301,SO - 000402,41827,34,Distributor,USD,AXW291,4,7,7,3993.2,27952.4,3234.492
302,SO - 000403,41827,97,Distributor,USD,GUT930,35,9,12,1085.4,13024.8,792.342
303,SO - 000404,41827,22,Wholesale,USD,NXH382,50,1,11,3886.0,42746.0,2020.72
304,SO - 000405,41827,155,Wholesale,USD,NXH382,53,5,6,3986.5,23919.0,2670.955
305,SO - 000406,41827,147,Wholesale,USD,AXW291,22,3,8,1206.0,9648.0,988.92
306,SO - 000407,41828,39,Export,USD,FLR025,65,5,6,1842.5,11055.0,1050.225
307,SO - 000408,41828,95,Distributor,USD,NXH382,54,12,6,5051.8,30310.8,2930.044
308,SO - 000409,41828,107,Distributor,USD,GUT930,45,10,11,1165.8,12823.8,466.32
309,SO - 000410,41828,171,Wholesale,USD,FLR025,60,15,11,3966.4,43630.4,2340.176
310,SO - 000411,41828,20,Wholesale,USD,NXH382,58,13,9,1802.3,16220.7,1495.909
311,SO - 000412,41829,37,Wholesale,USD,AXW291,28,9,8,1105.5,8844.0,851.235
312,SO - 000413,41829,143,Wholesale,USD,AXW291,9,10,9,1889.4,17004.6,1398.156
313,SO - 000414,41829,3,Wholesale,USD,FLR025,63,3,6,1018.4,6110.4,661.96
314,SO - 000415,41829,50,Wholesale,USD,NXH382,53,14,12,3865.9,46390.8,2822.107
315,SO - 000416,41829,6,Wholesale,USD,GUT930,46,5,10,998.3,9983.0,449.235
316,SO - 000417,41829,102,Distributor,USD,AXW291,27,10,6,254.6,1527.6,127.3
317,SO - 000418,41829,46,Wholesale,USD,AXW291,2,9,7,703.5,4924.5,316.575
318,SO - 000419,41829,32,Wholesale,USD,AXW291,12,12,7,1092.1,7644.7,546.05
319,SO - 000420,41829,128,Export,USD,AXW291,11,11,8,1038.5,8308.0,560.79
320,SO - 000421,41829,99,Distributor,USD,GUT930,34,11,12,2398.6,28783.2,1894.894
321,SO - 000422,41830,54,Export,USD,AXW291,27,12,6,897.8,5386.8,368.098
322,SO - 000423,41830,50,Wholesale,USD,AXW291,8,4,12,5212.6,62551.2,3179.686
323,SO - 000424,41830,161,Export,USD,AXW291,19,9,5,254.6,1273.0,206.226
324,SO - 000425,41830,130,Distributor,USD,GUT930,43,8,7,3926.2,27483.4,2120.148
325,SO - 000426,41830,140,Wholesale,USD,NXH382,57,9,7,1165.8,8160.6,582.9
326,SO - 000427,41830,2,Export,USD,GUT930,33,5,8,3859.2,30873.6,2354.112
327,SO - 000428,41830,75,Export,USD,AXW291,13,7,5,167.5,837.5,100.5
328,SO - 000429,41830,75,Distributor,USD,NXH382,60,6,9,1681.7,15135.3,891.301
329,SO - 000430,41830,59,Export,USD,AXW291,25,15,7,924.6,6472.2,665.712
330,SO - 000431,41830,145,Wholesale,USD,AXW291,22,8,9,3966.4,35697.6,3371.44
331,SO - 000432,41830,156,Distributor,USD,NXH382,51,9,6,938.0,5628.0,450.24
332,SO - 000433,41831,96,Distributor,USD,AXW291,15,7,8,1983.2,15865.6,1090.76
333,SO - 000434,41831,127,Wholesale,USD,AXW291,30,1,10,2586.2,25862.0,2094.822
334,SO - 000435,41832,119,Export,USD,AXW291,16,6,12,3061.9,36742.8,2051.473
335,SO - 000436,41832,98,Export,USD,NXH382,58,3,11,1051.9,11570.9,452.317
336,SO - 000437,41832,26,Export,USD,GUT930,41,10,9,261.3,2351.7,104.52
337,SO - 000438,41832,67,Wholesale,USD,AXW291,25,3,5,6143.9,30719.5,3071.95
338,SO - 000439,41832,104,Distributor,USD,AXW291,26,3,9,2472.3,22250.7,1928.394
339,SO - 000440,41832,68,Wholesale,USD,NXH382,57,6,9,3892.7,35034.3,3075.233
340,SO - 000441,41832,28,Distributor,USD,GUT930,39,2,10,964.8,9648.0,492.048
341,SO - 000442,41832,13,Export,USD,FLR025,62,10,12,3832.4,45988.8,3104.244
342,SO - 000443,41832,105,Distributor,USD,GUT930,35,11,6,964.8,5788.8,781.488
343,SO - 000444,41832,67,Wholesale,USD,AXW291,22,7,11,1118.9,12307.9,794.419
344,SO - 000445,41832,73,Wholesale,USD,NXH382,58,7,6,180.9,1085.4,74.169
345,SO - 000446,41832,150,Wholesale,USD,AXW291,18,6,7,844.2,5909.4,346.122
346,SO - 000447,41832,148,Export,USD,AXW291,18,11,6,3490.7,20944.2,1780.257
347,SO - 000448,41833,23,Distributor,USD,AXW291,12,4,10,1112.2,11122.0,778.54
348,SO - 000449,41833,163,Wholesale,USD,AXW291,23,1,7,1072.0,7504.0,568.16
349,SO - 000450,41833,47,Wholesale,USD,AXW291,1,14,7,1078.7,7550.9,906.108
350,SO - 000451,41833,2,Wholesale,USD,NXH382,49,1,9,5433.7,48903.3,3857.927
351,SO - 000452,41833,120,Distributor,USD,NXH382,56,7,6,3906.1,23436.6,3163.941
352,SO - 000453,41833,67,Distributor,USD,AXW291,19,12,5,2458.9,12294.5,2090.065
353,SO - 000454,41833,141,Export,USD,NXH382,47,12,8,1112.2,8897.6,856.394
354,SO - 000455,41833,162,Export,USD,AXW291,27,13,6,1065.3,6391.8,745.71
355,SO - 000456,41833,105,Distributor,USD,NXH382,54,4,7,1862.6,13038.2,1359.698
356,SO - 000457,41833,162,Wholesale,USD,NXH382,49,8,9,1822.4,16401.6,1184.56
357,SO - 000458,41833,107,Distributor,USD,AXW291,29,14,10,1065.3,10653.0,575.262
358,SO - 000459,41833,84,Wholesale,USD,AXW291,6,13,5,5875.9,29379.5,4289.407
359,SO - 000460,41833,47,Wholesale,USD,AXW291,28,7,5,1728.6,8643.0,708.726
360,SO - 000461,41834,27,Distributor,USD,AXW291,23,7,5,3832.4,19162.0,2452.736
361,SO - 000462,41834,75,Wholesale,USD,NXH382,47,6,8,1025.1,8200.8,861.084
362,SO - 000463,41834,132,Distributor,USD,AXW291,21,4,10,1815.7,18157.0,944.164
363,SO - 000464,41834,93,Wholesale,USD,NXH382,53,13,5,3839.1,19195.5,1689.204
364,SO - 000465,41834,72,Wholesale,USD,AXW291,11,9,5,2425.4,12127.0,1430.986
365,SO - 000466,41834,142,Wholesale,USD,GUT930,40,9,5,3865.9,19329.5,1971.609
366,SO - 000467,41834,71,Distributor,USD,FLR025,64,10,8,2653.2,21225.6,1857.24
367,SO - 000468,41834,79,Distributor,USD,AXW291,17,2,7,991.6,6941.2,594.96
368,SO - 000469,41834,49,Wholesale,USD,FLR025,63,11,8,2512.5,20100.0,2060.25
369,SO - 000470,41835,99,Wholesale,USD,AXW291,8,4,11,2613.0,28743.0,1332.63
370,SO - 000471,41835,56,Wholesale,USD,FLR025,65,1,7,5721.8,40052.6,3375.862
371,SO - 000472,41835,76,Wholesale,USD,GUT930,42,5,12,1768.8,21225.6,831.336
372,SO - 000473,41835,63,Export,USD,GUT930,40,15,5,2606.3,13031.5,1251.024
373,SO - 000474,41835,80,Export,USD,FLR025,60,5,10,2452.2,24522.0,1569.408
374,SO - 000475,41835,88,Wholesale,USD,GUT930,38,10,12,964.8,11577.6,694.656
375,SO - 000476,41836,97,Export,USD,AXW291,17,6,11,1125.6,12381.6,562.8
376,SO - 000477,41836,48,Distributor,USD,NXH382,57,6,11,857.6,9433.6,548.864
377,SO - 000478,41836,31,Wholesale,USD,AXW291,5,5,9,3906.1,35154.9,1796.806
378,SO - 000479,41836,36,Export,USD,AXW291,29,4,5,1078.7,5393.5,506.989
379,SO - 000480,41836,17,Wholesale,USD,NXH382,51,4,12,2432.1,29185.2,1264.692
380,SO - 000481,41836,165,Wholesale,USD,AXW291,17,7,7,958.1,6706.7,536.536
381,SO - 000482,41837,93,Wholesale,USD,AXW291,25,10,6,864.3,5185.8,726.012
382,SO - 000483,41837,57,Distributor,USD,AXW291,27,4,12,864.3,10371.6,700.083
383,SO - 000484,41837,75,Distributor,USD,GUT930,35,11,5,891.1,4455.5,579.215
384,SO - 000485,41837,16,Wholesale,USD,AXW291,18,9,6,3979.8,23878.8,2069.496
385,SO - 000486,41837,156,Wholesale,USD,GUT930,39,10,5,837.5,4187.5,469.0
386,SO - 000487,41837,10,Distributor,USD,AXW291,14,2,9,2318.2,20863.8,1738.65
387,SO - 000488,41837,9,Wholesale,USD,AXW291,6,1,7,1822.4,12756.8,801.856
388,SO - 000489,41837,5,Distributor,USD,NXH382,60,3,6,1165.8,6994.8,664.506
389,SO - 000490,41837,159,Wholesale,USD,AXW291,8,4,7,234.5,1641.5,187.6
390,SO - 000491,41838,133,Wholesale,USD,GUT930,44,6,11,2452.2,26974.2,1912.716
391,SO - 000492,41838,164,Distributor,USD,FLR025,60,9,11,261.3,2874.3,133.263
392,SO - 000493,41838,114,Export,USD,AXW291,16,5,10,1031.8,10318.0,453.992
393,SO - 000494,41838,81,Wholesale,USD,FLR025,63,13,8,3082.0,24656.0,1849.2
394,SO - 000495,41838,20,Wholesale,USD,NXH382,56,14,11,6405.2,70457.2,3138.548
395,SO - 000496,41838,19,Distributor,USD,AXW291,30,8,7,1822.4,12756.8,947.648
396,SO - 000497,41838,124,Wholesale,USD,GUT930,33,6,11,1279.7,14076.7,1062.151
397,SO - 000498,41838,149,Wholesale,USD,NXH382,51,1,5,3932.9,19664.5,2635.043
398,SO - 000499,41838,89,Wholesale,USD,NXH382,56,4,9,201.0,1809.0,80.4
399,SO - 000500,41838,80,Wholesale,USD,AXW291,26,3,9,3946.3,35516.7,2131.002
400,SO - 000501,41839,56,Wholesale,USD,AXW291,13,10,12,1909.5,22914.0,1317.555
401,SO - 000502,41839,49,Distributor,USD,AXW291,22,15,5,2412.0,12060.0,1109.52
402,SO - 000503,41839,119,Wholesale,USD,AXW291,28,5,12,964.8,11577.6,675.36
403,SO - 000504,41839,146,Wholesale,USD,AXW291,11,4,9,1996.6,17969.4,1457.518
404,SO - 000505,41839,132,Wholesale,USD,GUT930,41,14,10,1045.2,10452.0,700.284
405,SO - 000506,41839,91,Wholesale,USD,AXW291,7,2,12,3879.3,46551.6,3219.819
406,SO - 000507,41839,105,Wholesale,USD,AXW291,14,9,12,5976.4,71716.8,3466.312
407,SO - 000508,41839,66,Wholesale,USD,GUT930,46,10,8,2257.9,18063.2,1264.424
408,SO - 000509,41840,73,Distributor,USD,GUT930,34,10,10,241.2,2412.0,154.368
409,SO - 000510,41840,156,Distributor,USD,AXW291,13,11,6,1983.2,11899.2,793.28
410,SO - 000511,41840,112,Export,USD,FLR025,66,13,6,3919.5,23517.0,3331.575
411,SO - 000512,41840,14,Distributor,USD,GUT930,32,2,9,241.2,2170.8,135.072
412,SO - 000513,41840,26,Distributor,USD,AXW291,1,6,11,3946.3,43409.3,2012.613
413,SO - 000514,41840,79,Wholesale,USD,AXW291,29,13,7,3966.4,27764.8,3054.128
414,SO - 000515,41840,160,Wholesale,USD,AXW291,20,5,7,1829.1,12803.7,1463.28
415,SO - 000516,41840,107,Wholesale,USD,NXH382,50,11,12,2733.6,32803.2,1230.12
416,SO - 000517,41840,126,Distributor,USD,NXH382,59,6,9,844.2,7597.8,717.57
417,SO - 000518,41841,82,Wholesale,USD,NXH382,55,13,6,6231.0,37386.0,4922.49
418,SO - 000519,41841,168,Distributor,USD,AXW291,12,7,10,1159.1,11591.0,614.323
419,SO - 000520,41841,76,Wholesale,USD,AXW291,8,13,6,3966.4,23798.4,2379.84
420,SO - 000521,41841,103,Wholesale,USD,AXW291,1,4,5,1105.5,5527.5,740.685
421,SO - 000522,41841,16,Wholesale,USD,AXW291,11,11,8,1125.6,9004.8,731.64
422,SO - 000523,41841,110,Distributor,USD,AXW291,25,14,11,897.8,9875.8,709.262
423,SO - 000524,41841,15,Wholesale,USD,AXW291,13,4,5,207.7,1038.5,83.08
424,SO - 000525,41841,166,Wholesale,USD,FLR025,65,15,10,3959.7,39597.0,2138.238
425,SO - 000526,41842,58,Wholesale,USD,NXH382,58,15,6,1755.4,10532.4,912.808
426,SO - 000527,41842,34,Wholesale,USD,GUT930,39,14,7,3001.6,21011.2,1650.88
427,SO - 000528,41842,136,Wholesale,USD,NXH382,49,8,7,1031.8,7222.6,464.31
428,SO - 000529,41842,169,Export,USD,AXW291,10,10,10,3966.4,39664.0,2776.48
429,SO - 000530,41842,45,Distributor,USD,AXW291,18,7,6,1681.7,10090.2,1126.739
430,SO - 000531,41842,135,Wholesale,USD,AXW291,2,3,6,1172.5,7035.0,809.025
431,SO - 000532,41842,41,Distributor,USD,NXH382,55,10,5,716.9,3584.5,473.154
432,SO - 000533,41842,51,Wholesale,USD,NXH382,52,10,6,6465.5,38793.0,3879.3
433,SO - 000534,41842,78,Wholesale,USD,NXH382,53,13,11,241.2,2653.2,101.304
434,SO - 000535,41842,166,Export,USD,AXW291,22,6,6,1929.6,11577.6,849.024
435,SO - 000536,41842,130,Wholesale,USD,AXW291,30,1,12,3953.0,47436.0,3280.99
436,SO - 000537,41843,151,Distributor,USD,GUT930,37,8,8,2492.4,19939.2,1320.972
437,SO - 000538,41843,118,Export,USD,NXH382,54,1,5,241.2,1206.0,185.724
438,SO - 000539,41843,120,Distributor,USD,GUT930,38,6,6,951.4,5708.4,380.56
439,SO - 000540,41843,90,Export,USD,AXW291,14,7,10,6217.6,62176.0,5284.96
440,SO - 000541,41843,154,Distributor,USD,AXW291,14,5,6,2351.7,14110.2,1246.401
441,SO - 000542,41843,158,Distributor,USD,AXW291,25,15,7,1132.3,7926.1,871.871
442,SO - 000543,41843,76,Wholesale,USD,GUT930,38,1,6,1145.7,6874.2,607.221
443,SO - 000544,41843,41,Wholesale,USD,AXW291,23,10,6,3725.2,22351.2,2048.86
444,SO - 000545,41843,15,Wholesale,USD,GUT930,35,10,11,944.7,10391.7,689.631
445,SO - 000546,41843,78,Distributor,USD,AXW291,29,8,9,1219.4,10974.6,560.924
446,SO - 000547,41843,96,Wholesale,USD,GUT930,38,1,11,1051.9,11570.9,736.33
447,SO - 000548,41843,157,Wholesale,USD,AXW291,4,11,10,207.7,2077.0,135.005
448,SO - 000549,41843,52,Export,USD,GUT930,37,5,8,1862.6,14900.8,1098.934
449,SO - 000550,41843,78,Distributor,USD,AXW291,14,15,12,1889.4,22672.8,1152.534
450,SO - 000551,41843,161,Wholesale,USD,FLR025,64,5,6,2653.2,15919.2,2016.432
451,SO - 000552,41843,159,Wholesale,USD,FLR025,62,6,9,3953.0,35577.0,1818.38
452,SO - 000553,41843,24,Export,USD,FLR025,66,5,12,227.8,2733.6,191.352
453,SO - 000554,41844,99,Distributor,USD,NXH382,56,6,12,3879.3,46551.6,1551.72
454,SO - 000555,41844,152,Wholesale,USD,AXW291,28,4,5,1045.2,5226.0,804.804
455,SO - 000556,41844,65,Wholesale,USD,NXH382,54,9,12,5071.9,60862.8,2535.95
456,SO - 000557,41844,14,Wholesale,USD,FLR025,66,11,8,241.2,1929.6,144.72
457,SO - 000558,41844,167,Distributor,USD,AXW291,18,5,6,2298.1,13788.6,1539.727
458,SO - 000559,41844,47,Distributor,USD,AXW291,12,9,12,3845.8,46149.6,1845.984
459,SO - 000560,41844,123,Distributor,USD,GUT930,46,9,8,2425.4,19403.2,1042.922
460,SO - 000561,41845,125,Wholesale,USD,AXW291,2,15,7,1206.0,8442.0,663.3
461,SO - 000562,41845,76,Distributor,USD,AXW291,23,14,6,221.1,1326.6,179.091
462,SO - 000563,41845,170,Wholesale,USD,GUT930,46,4,9,3825.7,34431.3,2563.219
463,SO - 000564,41845,77,Wholesale,USD,AXW291,8,13,5,857.6,4288.0,394.496
464,SO - 000565,41845,40,Distributor,USD,AXW291,8,12,10,3825.7,38257.0,2563.219
465,SO - 000566,41845,168,Wholesale,USD,AXW291,20,7,8,1996.6,15972.8,898.47
466,SO - 000567,41845,72,Distributor,USD,AXW291,27,10,8,234.5,1876.0,121.94
467,SO - 000568,41845,56,Wholesale,USD,GUT930,37,8,8,1896.1,15168.8,948.05
468,SO - 000569,41846,39,Distributor,USD,AXW291,21,8,5,207.7,1038.5,87.234
469,SO - 000570,41846,57,Distributor,USD,AXW291,20,2,11,167.5,1842.5,125.625
470,SO - 000571,41846,92,Wholesale,USD,NXH382,54,15,10,3986.5,39865.0,2591.225
471,SO - 000572,41846,108,Wholesale,USD,AXW291,21,3,7,2546.0,17822.0,1018.4
472,SO - 000573,41846,120,Wholesale,USD,AXW291,25,9,9,864.3,7778.7,380.292
473,SO - 000574,41846,20,Export,USD,AXW291,27,11,5,1876.0,9380.0,1350.72
474,SO - 000575,41846,151,Distributor,USD,NXH382,56,2,7,247.9,1735.3,163.614
475,SO - 000576,41846,125,Wholesale,USD,AXW291,28,10,6,5051.8,30310.8,3435.224
476,SO - 000577,41846,49,Export,USD,NXH382,48,12,5,1011.7,5058.5,667.722
477,SO - 000578,41846,159,Distributor,USD,GUT930,44,12,9,1862.6,16763.4,1247.942
478,SO - 000579,41846,2,Export,USD,AXW291,27,7,8,1246.2,9969.6,660.486
479,SO - 000580,41847,164,Export,USD,FLR025,63,2,7,1688.4,11818.8,1215.648
480,SO - 000581,41847,149,Wholesale,USD,GUT930,43,8,5,5916.1,29580.5,4673.719
481,SO - 000582,41847,127,Wholesale,USD,GUT930,35,9,9,5132.2,46189.8,2771.388
482,SO - 000583,41847,37,Distributor,USD,AXW291,15,1,8,1118.9,8951.2,839.175
483,SO - 000584,41847,109,Export,USD,GUT930,39,7,11,5835.7,64192.7,3968.276
484,SO - 000585,41847,35,Wholesale,USD,NXH382,50,2,9,6036.7,54330.3,3139.084
485,SO - 000586,41847,130,Distributor,USD,AXW291,31,3,8,1031.8,8254.4,825.44
486,SO - 000587,41847,45,Wholesale,USD,FLR025,60,5,10,5956.3,59563.0,4407.662
487,SO - 000588,41847,80,Distributor,USD,AXW291,19,15,6,3932.9,23597.4,2989.004
488,SO - 000589,41847,14,Wholesale,USD,GUT930,45,10,6,5889.3,35335.8,4416.975
489,SO - 000590,41847,41,Export,USD,NXH382,59,5,7,2458.9,17212.3,1647.463
490,SO - 000591,41847,110,Wholesale,USD,AXW291,19,7,6,3912.8,23476.8,2034.656
491,SO - 000592,41848,7,Wholesale,USD,AXW291,25,8,5,5668.2,28341.0,3570.966
492,SO - 000593,41848,85,Wholesale,USD,AXW291,1,1,8,5547.6,44380.8,4216.176
493,SO - 000594,41849,137,Export,USD,AXW291,20,7,10,201.0,2010.0,96.48
494,SO - 000595,41849,157,Wholesale,USD,FLR025,65,7,9,247.9,2231.1,198.32
495,SO - 000596,41849,128,Distributor,USD,NXH382,51,15,6,3859.2,23155.2,3125.952
496,SO - 000597,41849,29,Wholesale,USD,GUT930,39,5,10,5487.3,54873.0,3127.761
497,SO - 000598,41849,128,Wholesale,USD,GUT930,40,3,11,1809.0,19899.0,1157.76
498,SO - 000599,41850,62,Export,USD,AXW291,18,8,7,2405.3,16837.1,1731.816
499,SO - 000600,41850,126,Wholesale,USD,GUT930,34,6,8,790.6,6324.8,672.01
500,SO - 000601,41850,65,Distributor,USD,NXH382,53,8,7,3202.6,22418.2,2177.768
501,SO - 000602,41850,153,Wholesale,USD,NXH382,57,6,12,1058.6,12703.2,645.746
502,SO - 000603,41850,159,Wholesale,USD,AXW291,7,4,9,1768.8,15919.2,778.272
503,SO - 000604,41850,60,Export,USD,GUT930,36,2,7,971.5,6800.5,534.325
504,SO - 000605,41850,154,Distributor,USD,AXW291,28,10,5,938.0,4690.0,478.38
505,SO - 000606,41850,76,Wholesale,USD,AXW291,5,6,9,958.1,8622.9,756.899
506,SO - 000607,41850,38,Wholesale,USD,AXW291,30,9,8,3705.1,29640.8,2111.907
507,SO - 000608,41851,120,Wholesale,USD,GUT930,47,14,12,1025.1,12301.2,686.817
508,SO - 000609,41851,47,Export,USD,GUT930,33,7,6,2592.9,15557.4,1711.314
509,SO - 000610,41851,43,Wholesale,USD,AXW291,27,9,11,3865.9,42524.9,3054.061
510,SO - 000611,41851,16,Wholesale,USD,FLR025,63,6,6,5634.7,33808.2,4226.025
511,SO - 000612,41851,69,Wholesale,USD,FLR025,65,1,10,971.5,9715.0,621.76
512,SO - 000613,41852,74,Distributor,USD,GUT930,40,2,11,1051.9,11570.9,694.254
513,SO - 000614,41852,38,Wholesale,USD,GUT930,36,3,5,1051.9,5259.5,683.735
514,SO - 000615,41852,21,Export,USD,GUT930,41,3,12,1139.0,13668.0,854.25
515,SO - 000616,41852,130,Distributor,USD,AXW291,6,12,7,5849.1,40943.7,3041.532
516,SO - 000617,41852,54,Export,USD,AXW291,13,4,10,2264.6,22646.0,1222.884
517,SO - 000618,41852,4,Export,USD,AXW291,19,3,9,1125.6,10130.4,889.224
518,SO - 000619,41852,101,Distributor,USD,AXW291,2,1,8,1078.7,8629.6,755.09
519,SO - 000620,41852,173,Wholesale,USD,AXW291,11,11,11,2405.3,26458.3,1635.604
520,SO - 000621,41852,170,Export,USD,AXW291,28,13,7,1072.0,7504.0,707.52
521,SO - 000622,41853,14,Export,USD,GUT930,37,8,11,5808.9,63897.9,3369.162
522,SO - 000623,41853,96,Distributor,USD,GUT930,37,13,8,3926.2,31409.6,1845.314
523,SO - 000624,41853,164,Wholesale,USD,NXH382,52,15,11,201.0,2211.0,160.8
524,SO - 000625,41853,143,Wholesale,USD,AXW291,3,8,5,1882.7,9413.5,1430.852
525,SO - 000626,41853,126,Distributor,USD,AXW291,27,2,8,2532.6,20260.8,1089.018
526,SO - 000627,41853,57,Wholesale,USD,AXW291,4,10,6,207.7,1246.2,135.005
527,SO - 000628,41853,133,Distributor,USD,AXW291,21,5,9,241.2,2170.8,180.9
528,SO - 000629,41853,23,Wholesale,USD,GUT930,40,5,7,1152.4,8066.8,507.056
529,SO - 000630,41854,117,Wholesale,USD,GUT930,35,11,7,3879.3,27155.1,2288.787
530,SO - 000631,41854,9,Wholesale,USD,GUT930,40,7,7,3865.9,27061.3,3170.038
531,SO - 000632,41854,16,Distributor,USD,AXW291,22,6,8,1835.8,14686.4,1248.344
532,SO - 000633,41854,145,Wholesale,USD,FLR025,61,4,5,234.5,1172.5,180.565
533,SO - 000634,41854,129,Wholesale,USD,NXH382,51,14,5,757.1,3785.5,507.257
534,SO - 000635,41854,108,Wholesale,USD,GUT930,39,3,10,1005.0,10050.0,703.5
535,SO - 000636,41855,61,Distributor,USD,AXW291,29,7,10,6391.8,63918.0,5113.44
536,SO - 000637,41855,84,Wholesale,USD,NXH382,49,10,5,2740.3,13701.5,1123.523
537,SO - 000638,41855,136,Distributor,USD,AXW291,11,9,5,924.6,4623.0,536.268
538,SO - 000639,41855,136,Distributor,USD,AXW291,4,11,11,1031.8,11349.8,505.582
539,SO - 000640,41855,53,Wholesale,USD,AXW291,17,2,12,1098.8,13185.6,769.16
540,SO - 000641,41855,101,Wholesale,USD,NXH382,51,5,5,1132.3,5661.5,713.349
541,SO - 000642,41855,153,Wholesale,USD,FLR025,63,1,6,2465.6,14793.6,1602.64
542,SO - 000643,41855,99,Distributor,USD,AXW291,23,12,7,1005.0,7035.0,462.3
543,SO - 000644,41856,160,Wholesale,USD,GUT930,46,14,9,1246.2,11215.8,1021.884
544,SO - 000645,41856,7,Distributor,USD,NXH382,53,5,5,1025.1,5125.5,809.829
545,SO - 000646,41856,145,Distributor,USD,AXW291,3,4,11,1902.8,20930.8,1084.596
546,SO - 000647,41856,163,Wholesale,USD,NXH382,53,15,8,3738.6,29908.8,2056.23
547,SO - 000648,41856,73,Wholesale,USD,GUT930,32,3,7,1996.6,13976.2,1237.892
548,SO - 000649,41856,174,Distributor,USD,AXW291,14,7,6,2331.6,13989.6,1818.648
549,SO - 000650,41856,143,Export,USD,GUT930,40,6,5,1078.7,5393.5,701.155
550,SO - 000651,41856,108,Distributor,USD,FLR025,60,5,10,1788.9,17889.0,1216.452
551,SO - 000652,41856,111,Wholesale,USD,FLR025,63,15,9,241.2,2170.8,161.604
552,SO - 000653,41856,138,Distributor,USD,GUT930,44,9,12,1159.1,13909.2,533.186
553,SO - 000654,41856,68,Wholesale,USD,AXW291,1,8,11,1051.9,11570.9,515.431
554,SO - 000655,41856,54,Wholesale,USD,GUT930,44,3,7,5969.7,41787.9,3343.032
555,SO - 000656,41856,97,Wholesale,USD,FLR025,64,14,11,3919.5,43114.5,2508.48
556,SO - 000657,41856,41,Export,USD,AXW291,1,1,10,1118.9,11189.0,492.316
557,SO - 000658,41856,112,Export,USD,FLR025,63,12,5,1118.9,5594.5,570.639
558,SO - 000659,41856,6,Wholesale,USD,AXW291,5,11,9,5427.0,48843.0,3744.63
559,SO - 000660,41856,33,Wholesale,USD,AXW291,20,4,5,3725.2,18626.0,2570.388
560,SO - 000661,41856,27,Wholesale,USD,GUT930,39,15,5,187.6,938.0,75.04
561,SO - 000662,41856,118,Export,USD,NXH382,54,8,5,3999.9,19999.5,3359.916
562,SO - 000663,41856,138,Wholesale,USD,AXW291,3,11,11,971.5,10686.5,592.615
563,SO - 000664,41856,106,Wholesale,USD,AXW291,4,6,10,1118.9,11189.0,727.285
564,SO - 000665,41857,23,Export,USD,GUT930,38,4,12,864.3,10371.6,501.294
565,SO - 000666,41857,55,Wholesale,USD,AXW291,21,10,11,5782.1,63603.1,4394.396
566,SO - 000667,41857,75,Wholesale,USD,AXW291,28,9,6,904.5,5427.0,461.295
567,SO - 000668,41857,51,Wholesale,USD,GUT930,34,7,6,247.9,1487.4,158.656
568,SO - 000669,41857,92,Export,USD,NXH382,49,10,10,1708.5,17085.0,1213.035
569,SO - 000670,41857,6,Distributor,USD,AXW291,30,12,10,1132.3,11323.0,702.026
570,SO - 000671,41857,143,Distributor,USD,AXW291,22,1,5,1775.5,8877.5,1225.095
571,SO - 000672,41857,125,Distributor,USD,AXW291,5,3,8,1902.8,15222.4,970.428
572,SO - 000673,41858,129,Wholesale,USD,AXW291,27,2,8,5963.0,47704.0,2802.61
573,SO - 000674,41858,34,Wholesale,USD,GUT930,38,1,6,3886.0,23316.0,2176.16
574,SO - 000675,41858,37,Wholesale,USD,NXH382,51,9,9,1058.6,9527.4,635.16
575,SO - 000676,41858,28,Wholesale,USD,GUT930,39,15,5,5815.6,29078.0,4419.856
576,SO - 000677,41858,128,Export,USD,GUT930,44,4,11,5353.3,58886.3,4496.772
577,SO - 000678,41858,80,Wholesale,USD,NXH382,54,6,11,5567.7,61244.7,4565.514
578,SO - 000679,41859,160,Distributor,USD,AXW291,28,14,7,2512.5,17587.5,2135.625
